Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,ID Alternativa 2,Coordenadas Alternativa 2,ID Alternativa 3,Coordenadas Alternativa 3
Los Arbolitos (Choguita),"(26.83303, -107.07060)",CH0718,30.13 km,CH2074,"(26.81886, -107.08142)",CH5617,"(26.81694, -107.05728)",CH0714,"(26.81174, -107.07233)"
Los Arbolitos,"(27.02892, -107.73714)",CH2269,35.22 km,CH1693,"(27.49563, -107.89174)",CH1455,"(27.39202, -108.42094)",—,—
Los Ãngeles de Ramos,"(28.76949, -104.52450)",CH1359,71.11 km,CH5593,"(29.19939, -104.46642)",CO0072,"(28.04136, -103.78378)",CH6601,"(28.91690, -104.67024)"
Los Ãngeles,"(26.42989, -107.26740)",CH0372,36.31 km,CH2269,"(27.02892, -107.73714)",—,—,—,—
Los Ãngeles,"(26.04211, -106.50761)",CH3301,42.20 km,CH2750,"(26.09427, -106.96368)",CH0717,"(26.08042, -106.95358)",CH0369,"(26.95484, -106.34788)"
Los Ãngeles,"(23.00004, -105.85801)",SI0749,41.07 km,SI9133,"(22.90478, -105.80685)",SI3720,"(22.98830, -105.85966)",SI3725,"(23.03549, -105.87637)"
Los Amoles (BajÃ­o de los Amoles),"(21.98111, -103.58889)",JL8886,39.11 km,JL1636,"(21.97547, -103.50061)",ZA0292,"(22.30032, -103.55819)",JL8887,"(21.92350, -103.44289)"
Los Amoles,"(23.81039, -105.54583)",DU0471,48.25 km,DU5639,"(23.74774, -105.53415)",DU4501,"(23.70194, -105.57852)",DU0266,"(23.92609, -105.34104)"
Los Amoles,"(21.98111, -103.58889)",JL8886,51.02 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Los Amoles,"(23.07844, -104.54656)",DU0496,45.21 km,NA7565,"(22.63707, -105.31837)",NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)"
Los Altos,"(23.07844, -104.54656)",DU0496,40.12 km,NA7565,"(22.63707, -105.31837)",—,—,—,—
Los Alisos,"(28.16097, -108.57019)",CH2652,33.89 km,SO5788,"(28.36982, -108.92706)",SO0751,"(28.37309, -109.03515)",—,—
Los Algodones,"(25.87042, -107.54683)",SI5998,33.68 km,CH2750,"(26.09427, -106.96368)",CH0717,"(26.08042, -106.95358)",—,—
Los Ãlamos,"(27.32269, -102.40043)",CO1085,30.37 km,CO1134,"(27.30747, -102.39481)",—,—,—,—
Los Ãlamos,"(17.37841, -101.05556)",GR3317,42.21 km,GR6057,"(17.54143, -101.26027)",GR0516,"(17.32510, -101.04249)",GR1433,"(17.41421, -101.18143)"
Los Alamillos de Loreto,"(27.87114, -108.21967)",CH0784,38.85 km,CH2652,"(28.16097, -108.57019)",CH1455,"(27.39202, -108.42094)",CH5404,"(28.19311, -108.37132)"
Los Alamillos,"(23.92609, -105.34104)",DU0266,69.25 km,DU0176,"(24.90683, -105.37349)",DU0467,"(24.94863, -105.41173)",DU1926,"(23.73250, -105.69011)"
Los Alamillos,"(28.37309, -109.03515)",SO0751,35.73 km,SO5788,"(28.36982, -108.92706)",SO2045,"(27.85120, -109.36601)",CH2652,"(28.16097, -108.57019)"
Los Alacranes,"(22.63707, -105.31837)",NA7565,50.45 km,NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)",NA0228,"(22.39346, -105.30152)"
Los Alacranes,"(18.47732, -89.16219)",CA8726,55.55 km,CA0141,"(18.48178, -89.19664)",CA0009,"(18.49931, -89.39224)",CA0238,"(18.49957, -89.39858)"
Los Agrios,"(22.63707, -105.31837)",NA7565,51.09 km,NA0226,"(22.51984, -105.34442)",SI5259,"(22.69774, -105.60621)",SI0711,"(22.76669, -105.67305)"
Lomas de San Isidro,"(17.37841, -101.05556)",GR3317,40.24 km,GR5716,"(17.27178, -100.89222)",GR0233,"(17.26701, -100.88046)",GR0516,"(17.32510, -101.04249)"
Loma del Venado,"(21.98111, -103.58889)",JL8886,70.77 km,NA0221,"(21.46807, -104.65590)",NA0195,"(21.50351, -104.70170)",NA0192,"(21.42181, -104.61091)"
Lo de Silva,"(24.94536, -106.94647)",SI0733,39.83 km,SI4807,"(24.41386, -106.69064)",SI2620,"(24.96764, -106.97108)",SI2224,"(24.38410, -106.69087)"
Llano de los Prieto (San JosÃ© de Gracia),"(27.05566, -106.26396)",CH0911,33.12 km,CH0369,"(26.95484, -106.34788)",—,—,—,—
Llano de JerusalÃ©n,"(23.07844, -104.54656)",DU0496,47.10 km,NA7565,"(22.63707, -105.31837)",NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)"
Llano Blanco,"(24.94863, -105.41173)",DU0467,43.59 km,DU7552,"(25.04575, -105.43594)",DU2990,"(25.03256, -105.42306)",DU0176,"(24.90683, -105.37349)"
Llano Blanco,"(25.05276, -106.33673)",DU0174,31.25 km,SI0733,"(24.94536, -106.94647)",SI2620,"(24.96764, -106.97108)",—,—
Lirios de la Sierra,"(24.90683, -105.37349)",DU0176,44.93 km,DU0626,"(24.80783, -105.13448)",DU0467,"(24.94863, -105.41173)",DU2990,"(25.03256, -105.42306)"
Lindavista (Baltazar) [Propiedad Privada],"(25.48017, -103.73532)",DU0610,31.75 km,DU7004,"(25.29556, -103.99975)",DU0463,"(25.45123, -103.71519)",DU1652,"(25.43290, -103.71543)"
Linda Vista,"(26.11431, -103.44030)",DU0320,63.56 km,DU6571,"(26.10940, -103.43592)",DU3925,"(26.10591, -103.44413)",CO0071,"(27.02522, -103.36592)"
Leyes de Reforma (El Rodeo),"(31.51361, -116.27194)",BN7157,50.57 km,BN0437,"(31.32524, -116.24530)",BN4960,"(31.13035, -116.11377)",BN7001,"(31.58108, -116.42171)"
Lechuguillas,"(26.42989, -107.26740)",CH0372,30.08 km,CH0714,"(26.81174, -107.07233)",CH5617,"(26.81694, -107.05728)",CH2074,"(26.81886, -107.08142)"
LÃ¡zaro CÃ¡rdenas (Ojo FrÃ­o),"(30.80325, -108.64347)",CH0910,33.28 km,CH0439,"(30.81932, -108.30339)",CH0414,"(30.92973, -108.62911)",CH1286,"(30.89357, -108.20021)"
LÃ¡zaro,"(22.30032, -103.55819)",ZA0292,73.15 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
Las VÃ­boras,"(26.04211, -106.50761)",CH3301,34.11 km,CH0717,"(26.08042, -106.95358)",CH2750,"(26.09427, -106.96368)",SI1818,"(25.47913, -106.93961)"
Las VÃ­boras,"(21.98111, -103.58889)",JL8886,66.04 km,NA5834,"(21.42382, -104.44885)",ZA0292,"(22.30032, -103.55819)",NA5833,"(21.44087, -104.48832)"
Las Veredas,"(21.21550, -100.22275)",GT1171,31.20 km,GT1316,"(21.20378, -100.18239)",GT1303,"(21.18326, -100.19782)",GT1559,"(21.29987, -100.48099)"
Las Ventanas,"(17.78936, -99.98378)",GR8207,35.17 km,GR5193,"(17.34483, -100.22369)",GR5204,"(17.60314, -99.93694)",GR0763,"(17.70671, -99.90362)"
Las Varas,"(28.29184, -108.23804)",CH1870,30.97 km,CH1916,"(28.20948, -108.20738)",CH3310,"(28.20438, -108.21263)",CH3565,"(28.27359, -108.28408)"
Las Tunitas,"(24.39908, -111.11575)",BS0426,56.26 km,BS8353,"(24.48875, -111.29436)",BS6502,"(24.20364, -110.94706)",BS6498,"(24.14264, -110.77739)"
Las Tunas,"(26.61647, -108.30358)",SI2520,44.61 km,CH2269,"(27.02892, -107.73714)",SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)"
Las Truchas,"(24.41386, -106.69064)",SI4807,80.61 km,SI2224,"(24.38410, -106.69087)",DU0467,"(24.94863, -105.41173)",DU0176,"(24.90683, -105.37349)"
Las Trojitas,"(27.02892, -107.73714)",CH2269,36.09 km,CH1693,"(27.49563, -107.89174)",CH1455,"(27.39202, -108.42094)",—,—
Las Trojas,"(26.08042, -106.95358)",CH0717,30.57 km,CH2750,"(26.09427, -106.96368)",CH3301,"(26.04211, -106.50761)",SI1818,"(25.47913, -106.93961)"
Las Trojas,"(25.05276, -106.33673)",DU0174,32.29 km,SI0733,"(24.94536, -106.94647)",SI2620,"(24.96764, -106.97108)",—,—
Las Tripas,"(21.66886, -104.84350)",NA2847,74.11 km,NA0195,"(21.50351, -104.70170)",NA0221,"(21.46807, -104.65590)",NA0194,"(21.94281, -104.99812)"
Las Trancas,"(24.41386, -106.69064)",SI4807,38.21 km,SI0733,"(24.94536, -106.94647)",SI2224,"(24.38410, -106.69087)",SI2620,"(24.96764, -106.97108)"
Las Tortugas,"(22.63707, -105.31837)",NA7565,41.33 km,NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)",NA0228,"(22.39346, -105.30152)"
Las Tinas,"(26.81694, -107.05728)",CH5617,42.91 km,CH0714,"(26.81174, -107.07233)",CH2074,"(26.81886, -107.08142)",CH0718,"(26.83303, -107.07060)"
Las Tinajas,"(27.02892, -107.73714)",CH2269,38.14 km,CH1693,"(27.49563, -107.89174)",CH1455,"(27.39202, -108.42094)",SI2200,"(26.71148, -108.32373)"
Las Tierras,"(26.71148, -108.32373)",SI2200,38.35 km,CH2269,"(27.02892, -107.73714)",SI0684,"(26.70435, -108.33040)",SI2520,"(26.61647, -108.30358)"
Las Tierras,"(26.37953, -108.35475)",SI2522,52.82 km,SI2520,"(26.61647, -108.30358)",SI2521,"(26.55525, -108.35581)",SI2200,"(26.71148, -108.32373)"
Las Sillas (Los Justes),"(22.63707, -105.31837)",NA7565,48.87 km,DU0496,"(23.07844, -104.54656)",NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)"
Las Sabanillas,"(27.02892, -107.73714)",CH2269,39.65 km,SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)",SI7734,"(26.70969, -108.38353)"
Las Rosas (Mazata),"(23.07844, -104.54656)",DU0496,65.56 km,NA0907,"(22.14175, -105.09664)",NA4258,"(22.26860, -105.20875)",NA0194,"(21.94281, -104.99812)"
Las Presitas,"(27.05566, -106.26396)",CH0911,31.06 km,CH6259,"(26.86889, -105.84528)",CH1559,"(26.86168, -105.85368)",CH5583,"(27.06781, -105.67736)"
Las Pomas,"(25.93063, -105.95694)",DU0225,34.97 km,DU7944,"(25.92462, -105.94612)",CH3301,"(26.04211, -106.50761)",—,—
Las Pintas,"(23.92609, -105.34104)",DU0266,46.23 km,DU0471,"(23.81039, -105.54583)",DU0472,"(23.86234, -105.31529)",DU0347,"(23.79810, -105.38399)"
Las Pilas,"(22.30032, -103.55819)",ZA0292,38.90 km,ZA0347,"(22.44342, -103.50008)",ZA0128,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)"
Las Pilas,"(17.96614, -101.81194)",GR8227,30.70 km,GR6041,"(17.87142, -101.73625)",MI0895,"(18.11272, -101.89917)",MI7482,"(18.24819, -101.88580)"
Las Pilas,"(25.87042, -107.54683)",SI5998,55.33 km,SI0659,"(25.86436, -108.15831)",SI2522,"(26.37953, -108.35475)",SI2530,"(25.83296, -108.14041)"
Las Pilas,"(22.30032, -103.55819)",ZA0292,44.36 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
Las Pilas,"(22.76281, -103.57483)",ZA0128,43.54 km,ZA0447,"(22.76671, -103.57033)",ZA5108,"(22.77271, -103.56863)",ZA0382,"(22.78473, -103.55256)"
Las Pilas,"(22.14175, -105.09664)",NA0907,73.59 km,DU0496,"(23.07844, -104.54656)",NA0194,"(21.94281, -104.99812)",NA0199,"(22.05219, -105.11579)"
Las Palomas,"(26.81694, -107.05728)",CH5617,39.76 km,CH0714,"(26.81174, -107.07233)",CH2074,"(26.81886, -107.08142)",CH0718,"(26.83303, -107.07060)"
Las Palomas,"(26.61647, -108.30358)",SI2520,57.95 km,CH0372,"(26.42989, -107.26740)",SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)"
Las Palmas,"(27.29239, -112.91149)",BS2901,50.33 km,BS3456,"(27.37276, -113.21481)",—,—,—,—
Las Palmas,"(16.14089, -91.29658)",CP0710,34.44 km,CP1758,"(16.14011, -91.57363)",CP1906,"(16.81838, -91.26096)",CP1749,"(16.15140, -91.64609)"
Las Pachecas,"(18.15450, -100.50047)",GR6769,37.25 km,GR0456,"(18.24280, -100.89106)",GR1219,"(18.21538, -100.55082)",GR7030,"(18.16806, -100.48750)"
Las Nubes,"(21.98111, -103.58889)",JL8886,55.88 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Las Norias,"(22.63707, -105.31837)",NA7565,33.86 km,NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)",NA7440,"(22.50514, -105.35680)"
Las Negras,"(23.03549, -105.87637)",SI3725,32.38 km,SI0749,"(23.00004, -105.85801)",SI3720,"(22.98830, -105.85966)",SI0089,"(22.98364, -105.87719)"
Las Morenas,"(26.98158, -102.06586)",CO5818,68.69 km,CO8338,"(26.98881, -102.06475)",CO0161,"(26.98034, -102.05541)",CO0906,"(26.99056, -102.05166)"
Las Moras,"(26.71148, -108.32373)",SI2200,42.31 km,SI0684,"(26.70435, -108.33040)",SI7734,"(26.70969, -108.38353)",CH1455,"(27.39202, -108.42094)"
Las Minitas,"(21.98111, -103.58889)",JL8886,53.39 km,JL1636,"(21.97547, -103.50061)",NA5834,"(21.42382, -104.44885)",ZA1169,"(21.50249, -103.55792)"
Las Mesitas,"(27.02892, -107.73714)",CH2269,33.60 km,SI2200,"(26.71148, -108.32373)",SI2520,"(26.61647, -108.30358)",SI0684,"(26.70435, -108.33040)"
Las Mesas del Guayabo (Las Mesas),"(18.15450, -100.50047)",GR6769,43.23 km,GR7030,"(18.16806, -100.48750)",GR1219,"(18.21538, -100.55082)",GR0456,"(18.24280, -100.89106)"
Las Mesas,"(25.05276, -106.33673)",DU0174,39.06 km,SI4807,"(24.41386, -106.69064)",SI2224,"(24.38410, -106.69087)",—,—
Las Meladas,"(23.92609, -105.34104)",DU0266,60.47 km,DU0176,"(24.90683, -105.37349)",DU0467,"(24.94863, -105.41173)",DU0471,"(23.81039, -105.54583)"
Las MÃ¡quinas,"(17.34483, -100.22369)",GR5193,35.64 km,GR0756,"(17.31715, -100.39922)",GR8207,"(17.78936, -99.98378)",GR5204,"(17.60314, -99.93694)"
Las Lomas,"(17.37841, -101.05556)",GR3317,41.94 km,GR1431,"(17.27228, -100.95139)",GR0516,"(17.32510, -101.04249)",GR5184,"(17.21094, -100.75567)"
Las Leches,"(23.07844, -104.54656)",DU0496,48.60 km,NA7565,"(22.63707, -105.31837)",NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)"
Las Latas (Kwatemukame),"(21.66886, -104.84350)",NA2847,70.47 km,NA0195,"(21.50351, -104.70170)",NA0221,"(21.46807, -104.65590)",NA5268,"(21.58183, -104.82494)"
Las Latas,"(21.98111, -103.58889)",JL8886,51.23 km,JL1636,"(21.97547, -103.50061)",ZA0292,"(22.30032, -103.55819)",JL8887,"(21.92350, -103.44289)"
Las Lajitas,"(25.05276, -106.33673)",DU0174,43.52 km,SI4807,"(24.41386, -106.69064)",SI2224,"(24.38410, -106.69087)",—,—
Las Lajas,"(24.41386, -106.69064)",SI4807,33.69 km,SI2224,"(24.38410, -106.69087)",DU0174,"(25.05276, -106.33673)",—,—
Las Juntitas,"(24.94536, -106.94647)",SI0733,37.08 km,SI4807,"(24.41386, -106.69064)",SI2620,"(24.96764, -106.97108)",SI2224,"(24.38410, -106.69087)"
Las Juntitas,"(17.37841, -101.05556)",GR3317,40.01 km,GR0516,"(17.32510, -101.04249)",GR5716,"(17.27178, -100.89222)",GR0233,"(17.26701, -100.88046)"
Las Juntas,"(26.09427, -106.96368)",CH2750,31.87 km,CH0717,"(26.08042, -106.95358)",SI5998,"(25.87042, -107.54683)",CH0372,"(26.42989, -107.26740)"
Las Juntas,"(18.47569, -100.97771)",GR2165,39.86 km,MI7606,"(18.66281, -101.64622)",GR0464,"(18.34305, -100.88518)",GR0456,"(18.24280, -100.89106)"
Las Juntas,"(26.61647, -108.30358)",SI2520,44.36 km,CH2269,"(27.02892, -107.73714)",SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)"
Las Juntas,"(21.98111, -103.58889)",JL8886,52.03 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",JL8887,"(21.92350, -103.44289)"
Las Juntas,"(25.87042, -107.54683)",SI5998,32.34 km,CH0372,"(26.42989, -107.26740)",—,—,—,—
Las Juntas,"(26.08042, -106.95358)",CH0717,32.94 km,SI5998,"(25.87042, -107.54683)",—,—,—,—
Las Joyitas,"(27.02892, -107.73714)",CH2269,44.43 km,CH0372,"(26.42989, -107.26740)",SI2520,"(26.61647, -108.30358)",SI2200,"(26.71148, -108.32373)"
Las Joyas [De San Bernardino de Milpillas],"(23.77339, -105.35650)",DU0235,52.73 km,DU6999,"(23.77830, -105.37182)",DU2983,"(23.78909, -105.34690)",DU0347,"(23.79810, -105.38399)"
Las Joyas,"(24.41386, -106.69064)",SI4807,46.90 km,SI2224,"(24.38410, -106.69087)",SI5791,"(23.94176, -106.42636)",DU0174,"(25.05276, -106.33673)"
Las Joyas,"(23.07844, -104.54656)",DU0496,51.01 km,NA7565,"(22.63707, -105.31837)",NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)"
Las Joyas,"(23.07844, -104.54656)",DU0496,39.96 km,NA7565,"(22.63707, -105.31837)",—,—,—,—
Las Jarillas,"(26.95484, -106.34788)",CH0369,53.41 km,CH5617,"(26.81694, -107.05728)",CH0714,"(26.81174, -107.07233)",CH3301,"(26.04211, -106.50761)"
Las Iglesias,"(25.33103, -105.77888)",DU0634,32.55 km,DU5626,"(25.33328, -105.73028)",DU0468,"(25.34867, -105.71981)",DU2363,"(25.34073, -105.72376)"
Las Iglesias,"(24.41386, -106.69064)",SI4807,48.92 km,SI2224,"(24.38410, -106.69087)",SI5791,"(23.94176, -106.42636)",DU0174,"(25.05276, -106.33673)"
Las Humedades (La Humedad),"(18.47569, -100.97771)",GR2165,31.09 km,MI2334,"(18.62467, -100.90117)",MI4262,"(18.64277, -100.89956)",GR0464,"(18.34305, -100.88518)"
Las Humedades,"(17.22878, -100.63653)",GR1505,31.65 km,GR4010,"(17.22302, -100.63185)",GR5184,"(17.21094, -100.75567)",GR0233,"(17.26701, -100.88046)"
Las Huertas,"(23.81039, -105.54583)",DU0471,53.21 km,DU5639,"(23.74774, -105.53415)",DU4501,"(23.70194, -105.57852)",DU0266,"(23.92609, -105.34104)"
Las Hormigas,"(22.63707, -105.31837)",NA7565,45.64 km,NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)",NA0228,"(22.39346, -105.30152)"
Las Higueritas,"(24.39908, -111.11575)",BS0426,35.19 km,BS0204,"(24.34630, -111.00151)",BS8353,"(24.48875, -111.29436)",—,—
Las Higueritas,"(23.70194, -105.57852)",DU4501,45.23 km,DU0235,"(23.77339, -105.35650)",DU6999,"(23.77830, -105.37182)",DU5639,"(23.74774, -105.53415)"
Las Higuerillas,"(26.09427, -106.96368)",CH2750,31.95 km,CH0717,"(26.08042, -106.95358)",SI5998,"(25.87042, -107.54683)",—,—
Las Higuerillas,"(26.42989, -107.26740)",CH0372,46.28 km,SI5998,"(25.87042, -107.54683)",SI6077,"(25.79969, -107.87472)",—,—
Las Higueras de Agua Caliente,"(25.79969, -107.87472)",SI6077,52.87 km,SI5998,"(25.87042, -107.54683)",SI0659,"(25.86436, -108.15831)",SI2522,"(26.37953, -108.35475)"
Las Higueras [De Milpillas],"(23.77339, -105.35650)",DU0235,58.87 km,DU6999,"(23.77830, -105.37182)",DU2983,"(23.78909, -105.34690)",DU0347,"(23.79810, -105.38399)"
Las Higueras [De los Naranjos],"(23.52929, -105.78702)",SI4799,35.27 km,DU4501,"(23.70194, -105.57852)",SI6211,"(23.48669, -105.84315)",SI0060,"(23.42616, -105.85934)"
Las Hebillas (Las Habillas),"(18.12433, -100.34312)",GR0457,43.55 km,GR0756,"(17.31715, -100.39922)",GR2164,"(18.16131, -100.38972)",GR6769,"(18.15450, -100.50047)"
Las Guayabas,"(21.98111, -103.58889)",JL8886,78.78 km,ZA0292,"(22.30032, -103.55819)",NA0194,"(21.94281, -104.99812)",NA2847,"(21.66886, -104.84350)"
Las Guayabas,"(21.98111, -103.58889)",JL8886,56.43 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Las Guasimitas,"(19.95192, -105.23999)",JL5313,31.54 km,JL3789,"(19.93612, -105.24983)",JL5935,"(19.67989, -105.18638)",JL0923,"(19.92464, -105.26170)"
Las GuÃ¡simas,"(21.98111, -103.58889)",JL8886,48.54 km,JL1636,"(21.97547, -103.50061)",ZA0292,"(22.30032, -103.55819)",JL8887,"(21.92350, -103.44289)"
Las Guacamayas,"(18.24280, -100.89106)",GR0456,40.62 km,GR6769,"(18.15450, -100.50047)",GR1219,"(18.21538, -100.55082)",GR2153,"(18.29553, -100.85231)"
Las Glorias Dos,"(26.54447, -104.09574)",DU1787,32.67 km,DU5033,"(26.52808, -104.13161)",CH3542,"(26.75327, -104.33974)",DU0324,"(26.39369, -104.00739)"
Las Glorias,"(26.54447, -104.09574)",DU1787,33.39 km,DU5033,"(26.52808, -104.13161)",CH3542,"(26.75327, -104.33974)",DU0324,"(26.39369, -104.00739)"
Las Garrochas,"(24.41386, -106.69064)",SI4807,35.81 km,SI2224,"(24.38410, -106.69087)",DU0174,"(25.05276, -106.33673)",—,—
Las Flores,"(26.71148, -108.32373)",SI2200,38.92 km,SI0684,"(26.70435, -108.33040)",SI2520,"(26.61647, -108.30358)",SI7734,"(26.70969, -108.38353)"
Las Flores,"(24.90683, -105.37349)",DU0176,55.36 km,DU0467,"(24.94863, -105.41173)",DU2990,"(25.03256, -105.42306)",DU0626,"(24.80783, -105.13448)"
Las Flores,"(21.98111, -103.58889)",JL8886,57.77 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Las Flores,"(25.33103, -105.77888)",DU0634,34.15 km,DU5626,"(25.33328, -105.73028)",DU2363,"(25.34073, -105.72376)",DU0174,"(25.05276, -106.33673)"
Las Eutimias,"(28.04136, -103.78378)",CO0072,119.73 km,CO1134,"(27.30747, -102.39481)",CO2920,"(27.99419, -101.71100)",CO6924,"(28.10228, -101.62140)"
Las Enramadas,"(23.07844, -104.54656)",DU0496,50.21 km,NA7565,"(22.63707, -105.31837)",NA4245,"(22.49835, -105.32586)",NA4258,"(22.26860, -105.20875)"
Las Duras,"(24.41386, -106.69064)",SI4807,30.27 km,SI2224,"(24.38410, -106.69087)",—,—,—,—
Las Delicias,"(23.94176, -106.42636)",SI5791,73.84 km,SI4807,"(24.41386, -106.69064)",SI2224,"(24.38410, -106.69087)",DU0174,"(25.05276, -106.33673)"
Las Delicias,"(16.35400, -91.92440)",CP1283,31.39 km,CP0798,"(16.79641, -91.85112)",CP1854,"(16.47121, -92.02662)",CP0165,"(16.31786, -91.97727)"
Las Cuevitas,"(27.02892, -107.73714)",CH2269,32.30 km,CH1693,"(27.49563, -107.89174)",CH6610,"(27.56078, -107.81781)",—,—
Las Cuevas,"(25.05276, -106.33673)",DU0174,38.35 km,SI0733,"(24.94536, -106.94647)",SI2620,"(24.96764, -106.97108)",SI0507,"(25.46960, -106.92968)"
Las Cuevas,"(25.05276, -106.33673)",DU0174,42.04 km,DU0634,"(25.33103, -105.77888)",—,—,—,—
Las Cucharas,"(23.70194, -105.57852)",DU4501,45.87 km,DU0235,"(23.77339, -105.35650)",DU6999,"(23.77830, -105.37182)",DU5639,"(23.74774, -105.53415)"
Las Cruces,"(24.94536, -106.94647)",SI0733,38.12 km,SI2224,"(24.38410, -106.69087)",SI2620,"(24.96764, -106.97108)",DU0174,"(25.05276, -106.33673)"
Las Cruces,"(22.63707, -105.31837)",NA7565,41.46 km,NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)",NA0228,"(22.39346, -105.30152)"
Las Cruces,"(25.46960, -106.92968)",SI0507,43.43 km,SI1818,"(25.47913, -106.93961)",DU0174,"(25.05276, -106.33673)",CH3301,"(26.04211, -106.50761)"
Las Conchitas,"(17.34483, -100.22369)",GR5193,31.19 km,GR5204,"(17.60314, -99.93694)",GR8207,"(17.78936, -99.98378)",GR0756,"(17.31715, -100.39922)"
Las Conchas,"(29.52989, -104.77099)",CH6598,42.41 km,CH3948,"(29.56516, -104.41052)",CH0620,"(29.54532, -104.43377)",CH0906,"(29.53640, -104.43434)"
Las Conchas,"(28.16097, -108.57019)",CH2652,33.60 km,SO5788,"(28.36982, -108.92706)",—,—,—,—
Las Coloradas de Arriba,"(25.05276, -106.33673)",DU0174,41.22 km,SI4807,"(24.41386, -106.69064)",SI2224,"(24.38410, -106.69087)",SI0733,"(24.94536, -106.94647)"
Las Coloradas,"(25.05276, -106.33673)",DU0174,41.99 km,SI2224,"(24.38410, -106.69087)",SI0733,"(24.94536, -106.94647)",SI2620,"(24.96764, -106.97108)"
Las Coloradas,"(23.07844, -104.54656)",DU0496,35.75 km,DU4411,"(23.47328, -104.39306)",DU6611,"(23.53744, -104.37669)",—,—
Las Coloradas,"(26.14791, -101.35473)",CO8882,32.36 km,CO1682,"(26.26508, -101.34736)",CO6920,"(26.40712, -101.36531)",—,—
Las Coloradas,"(26.95484, -106.34788)",CH0369,55.27 km,CH5617,"(26.81694, -107.05728)",CH0714,"(26.81174, -107.07233)",CH2750,"(26.09427, -106.96368)"
Las Colonias,"(21.98111, -103.58889)",JL8886,57.06 km,NA5834,"(21.42382, -104.44885)",NA5833,"(21.44087, -104.48832)",JL1636,"(21.97547, -103.50061)"
Las Chicuras,"(26.71148, -108.32373)",SI2200,37.67 km,SI0684,"(26.70435, -108.33040)",SI7734,"(26.70969, -108.38353)",SI2520,"(26.61647, -108.30358)"
Las Cebollas,"(23.94176, -106.42636)",SI5791,74.56 km,DU0174,"(25.05276, -106.33673)",SI4807,"(24.41386, -106.69064)",SI2224,"(24.38410, -106.69087)"
Las Cebollas,"(23.81039, -105.54583)",DU0471,40.17 km,DU5639,"(23.74774, -105.53415)",DU4501,"(23.70194, -105.57852)",DU0266,"(23.92609, -105.34104)"
Las Carretas,"(17.96614, -101.81194)",GR8227,30.03 km,GR6118,"(17.92179, -101.32309)",GR0692,"(17.82381, -101.71140)",MI0895,"(18.11272, -101.89917)"
Las Carreras,"(23.07844, -104.54656)",DU0496,74.64 km,ZA0292,"(22.30032, -103.55819)",ZA0128,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)"
